area_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,calendar_year,cases_property_recovered,cases_property_stolen,cpa_cases_registered,cpa_cases_reported_for_dept._action,cpa_cases_sent_for_trials_chargesheeted,cpa_complaints_cases_declared_false_unsubstantiated,cpa_complaints_received_alleged,cpa_no_of_departmental_enquiries,cpa_no_of_judicial_enquiries,cpa_no_of_magisterial_enquiries,cpb_police_personnel_acquitted,cpb_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpb_police_personnel_convicted,cpb_police_personnel_sent_up_for_trial,cpb_police_personnel_trial_completed,cpc_police_personnel_cases_trial_completed,cpc_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpc_police_personnel_disciplinary_action_initiated,cpc_police_personnel_dismissal_removal_from_service,cpc_police_personnel_major_punishment_awarded,cpc_police_personnel_minor_punishment_awarded,df_auto_theft,df_complaints_against_police,df_property_stolen_and_recovered,df_serious_fraud,df_victims_of_rape,group_name,loss_of_property_10_25_crores,loss_of_property_1_10_crores,loss_of_property_25_50_crores,loss_of_property_50_100_crores,loss_of_property_above_100_crores,sub_group_name,value_of_property_recovered,value_of_property_stolen,victims_above_50_yrs,victims_between_1014_yrs,victims_between_1418_yrs,victims_between_1830_yrs,victims_between_3050_yrs,victims_of_rape_total,victims_upto_10_yrs
Assam,0,84,551,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Bihar,0,257,1829,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Chandigarh,0,112,364,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Chhattisgarh,0,416,1131,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,8,15,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Daman & Diu,0,4,10,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Delhi,125,871,4342,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Goa,5,38,112,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Gujarat,456,1798,6075,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Haryana,0,1013,2420,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Himachal Pradesh,6,42,82,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,9,76,313,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Jharkhand,0,57,597,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Karnataka,113,1146,4578,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Kerala,0,497,1233,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Madhya Pradesh,160,1527,5481,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Maharashtra,323,2832,8748,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Manipur,0,4,106,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Meghalaya,0,9,38,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Mizoram,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Nagaland,0,10,24,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Odisha,145,344,1300,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Puducherry,0,176,313,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Punjab,165,267,629,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Rajasthan,84,1263,5434,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Tamil Nadu,2357,2561,3645,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Tripura,0,12,28,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Uttar Pradesh,25,1315,6449,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Uttarakhand,0,91,387,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
West Bengal,0,358,2093,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,5,5,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Andhra Pradesh,0,2360,4659,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,0,32,117,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Assam,11,181,551,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Bihar,0,197,1983,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Chandigarh,0,129,368,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Chhattisgarh,0,522,1426,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,3,14,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Daman & Diu,4,5,18,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Delhi,143,997,4574,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Goa,0,49,158,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Gujarat,353,1517,6199,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Haryana,0,1227,3696,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Himachal Pradesh,0,27,65,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,7,52,291,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Jharkhand,6,108,476,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Karnataka,81,1054,5073,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Kerala,14,367,1203,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Madhya Pradesh,0,1740,5741,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Maharashtra,319,2479,9518,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Manipur,7,7,90,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Meghalaya,0,4,23,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Mizoram,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Nagaland,0,39,170,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Odisha,105,405,1525,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Puducherry,138,138,224,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Punjab,152,319,695,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Rajasthan,260,1027,5425,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Sikkim,0,1,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Tamil Nadu,2215,2353,3108,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Tripura,0,6,52,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Uttar Pradesh,64,1292,5895,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Uttarakhand,0,100,339,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
West Bengal,25,398,2166,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,5,5,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Andhra Pradesh,79,1754,4554,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,0,22,74,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Assam,16,248,674,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Bihar,0,275,1700,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Chandigarh,0,117,361,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Chhattisgarh,80,630,1910,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,7,12,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Daman & Diu,0,3,19,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Delhi,105,953,4627,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Goa,7,52,170,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Gujarat,423,1437,6409,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Haryana,2,1556,4641,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Himachal Pradesh,32,38,74,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,10,74,287,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Jharkhand,5,235,1118,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Karnataka,82,1046,4808,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Kerala,17,328,1200,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Lakshadweep,0,1,2,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Madhya Pradesh,147,1843,6771,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Maharashtra,833,3008,10104,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Manipur,0,6,103,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Meghalaya,0,9,56,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Mizoram,0,30,37,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Nagaland,5,34,50,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Odisha,174,508,1410,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Puducherry,0,111,304,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Punjab,301,352,844,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Rajasthan,331,1055,5716,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Sikkim,0,1,1,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Tamil Nadu,2183,2423,2784,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Tripura,0,3,15,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Uttar Pradesh,28,1605,6571,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Uttarakhand,0,92,374,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
West Bengal,22,304,2303,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,7,8,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Andhra Pradesh,81,2499,5616,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,7,59,104,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
Assam,21,241,545,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,,,AT1-Motor Cycles/ Scooters,0,0,0,0,0,1. Motor Cycles/ Scooters,0,0,0,0,0,0,0,0,0
